strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
3677,כֶּ֫סֶא,H,3680+כסה,vient apparemment de H3680,,N-M,lune,1) lune (pleine ou nouvelle),keseʾ,
3678,כִּסֵּא,H,3680+כסה,vient de H3680,,N-M,trône,"1) siège (d'honneur), trône, siège, marche<br>  1a) trône<br>  1b) dignité royale, autorité, pouvoir (figuré)",kissēʾ,
3679,כַּשְׂדָּ֑י,A,3778+כשׂדי כשׂדימה,(araméen) pour H3778,,N_N--LG,Chaldéen,"Chaldéen = voir Chaldée ""briseur se motte de terre"", ""comme des démons""<br>1) race d'un peuple généralement associé avec le territoire aux environs de Babylone<br>2) à Babylone, synonyme de prêtre, avec de la sagesse, et unehabileté identique aux magiciens et devins",kaśdāy,
3680,כָּסָה,H,,une racine primaire,,V,couvrir,"1) couvrir, cacher, dissimuler<br>  1a) (Qal) caché, couvert<br>  1b) (Niphal) être couvert<br>  1c) (Piel)<br>     1c1) couvrir, habiller<br>     1c2) couvrir, cacher<br>     1c3) abriter (pour protection)<br>     1c4) recouvrir, étendre sur<br>     1c5) couvrir, accabler<br>  1d) (Pual)<br>     1d1) être couvert<br>     1d2) être vêtu<br>  1e) (Hithpael) se couvrir, se vêtir",kāsā,
3681,כָּסוּי,H,3680+כסה,vient de H3680,,N-M,couverture,"1) enveloppe, couverture extérieure",kāsūy,
3682,כְּסוּת,H,3680+כסה,vient de H3680,,N-F,voile,"1) couverture, vêtements<br>  1a) voile (pour dissimulation)",kᵊsūt,
3683,כָּסַח,H,,une racine primaire,,V,être coupé,"1) découper, couper (de plantes)<br>  1a) (Qal) coupé, séparé<br>     1a1) du jugement (figuré)",kāsaḥ,
3684,כְּסִיל,H,3688+כסל,vient de H3688,,N-M,insensé,"1) sot, stupide, lourdaud, niais, insensé, arrogant",kᵊsīl,
3685,כְּסִיל,H,3684+כסיל,même mot que H3684,,N_N-M-T;N-M,Orion,"1) constellation, Orion, les astres<br>  1a) Orion, la constellation<br>  1b) constellation (en général)",kᵊsīl,
3686,כְּסִיל,H,3684+כסיל,même mot que H3684,,N_N--L,Kesil,"Kesil = ""sot, fou""<br>1) une ville de l'extrême sud de Juda et à une vingtaine de kilomètresau sud-ouest de Beer-Schéba; peut-être la même que <a href=""strong-hebreu-1329.html"" title=""Strong hébreu 01329"">01329</a>",kᵊsīl,
3687,כְּסִילוּת,H,3684+כסיל,vient de H3684,,N-F,folie,"1) folie, stupidité",kᵊsīlūt,
3688,כָּסַל,H,,une racine primaire,,V,insensés,"1) (Qal) être fou, sot, stupide, insensé",kāsal,
3689,כֶּ֫סֶל,H,3688+כסל,vient de H3688,,N-M,flancs,"1) reins, flanc<br>2) stupidité, folie<br>3) confiance, espérance, assurance",kesel,
3690,כִּסְלָה,H,3689+כסל,vient de H3689,,N-F,soutien,"1) confiance<br>2) folie, stupidité",kislā,
3691,כִּסְלֵו,H,,probablement d'origine étrangère,,N_N-M-T,Kisleu,"Kisleu = ""sa confiance""<br>1) le 9ème mois du calendrier correspondant à Novembre-Décembre",kislēw,
3692,כִּסְלוֹן,H,3688+כסל,vient de H3688,,N_N-M-P,Kislon,"Kislon = ""confiance, espoir""<br>1) père d'élidad, le prince choisi pour assister à la division duterritoire de Canaan entre les tribus",kislōn,
3693,כְּסָלוֹן,H,3688+כסל,vient de H3688,,N_N--L,Kesalon,"Kesalon = ""espérances""<br>1) une ville de la frontière du nord de Juda à environ 15 km à l'ouestde Jérusalem",kᵊsālōn,
3694,כְּסֻלּוֹת,H,3688+כסל,féminin pluriel du participe passé de H3688,,N_N--L,Kesulloth,"Kesulloth = ""confiance, flancs""<br>1) ville d'Issacar proche de Jizreel; voir ""Kisloth-Thabor"" <a href=""strong-hebreu-3696.html"" title=""Strong hébreu 03696"">03696</a>",kᵊsullōt,
3695,כַּסְלֻחִים,H,,un pluriel probablement de dérivation étrangère,,N_N--PG,Casluhim,"Casluhim = ""fortifié ""<br>1) peuple ou tribu qui descend de Mitsraïm (égypte) fondateurs des Philistins et Caphtorim",kasluḥīm,
3696,כִּסְלֹת תָּבֹר,H,3689+כסל|8396+תבור,vient du féminin pluriel De H3689 et H8396,,N_N--L,Kisloth-Thabor,"Kisloth-Thabor = ""les flancs du Thabor""<br>1) ville d'Issacar proche du Mont Thabor; également ""Kesullothvoir"" voir définition <a href=""strong-hebreu-3694.html"" title=""Strong hébreu 03694"">03694</a>",kislōt tāvōr,
3697,כָּסַם,H,,une racine primaire,,V,couper,"1) (Qal) couper, tailler, arranger, tondre",kāsam,
3698,כֻּסֶּ֫מֶת,H,3697+כסם,vient de H3697,,N-F,épeautre,1) épeautre - une plante semblable à du blé et récoltée au printemps,kussemet,
3699,כָּסַס,H,,une racine primaire,,V,compterez,"1) (Qal) estimer, compter, supputer, calculer",kāsas,
3700,כָּסַף,H,,une racine primaire,,V,languir,"1) se languir de, désirer, soupirer après",kāsaf,
3701,כֶּ֫סֶף,H,3700+כסף,vient de H3700,,N-M,argent,"1) argent, monnaie<br>  1a) argent<br>     1a1) comme métal<br>     1a2) comme ornement<br>     1a3) comme couleur<br>  1b) monnaie, sicles, talents",kesef,
3702,כְּסַף,A,3701+כסף,(araméen) correspondant à H3701,,N-M,argent,1) argent<br>  1a) comme métal<br>  1b) comme monnaie,kᵊsaf,
3703,כָּסִפְיָא,H,3701+כסף,vient peut-être de H3701,,N_N--L,Casiphia,"Casiphia = ""d'argent""<br>1) un lieu en Babylonie sur la route entre Babylone et Jérusalem;site incertain",kāsifyāʾ,
3704,כֶּ֫סֶת,H,3680+כסה,vient de H3680,,N-F,coussinets,"1) bande, filet, faux phylactères<br>  1a) utilisé par les fausses prophétesses en Israël pour étayerleurs plans démoniaques de diseuses de bonne aventure",keset,
3705,כְּעַן,A,3652+כן,(araméen) vient probablement de H3652,,ADV,donc,"1) maintenant, à présent, jusqu'à maintenant",kᵊʿan,
3706,כְּעֶ֫נֶת,A,3705+כען,(araméen) vient de H3705,,ADV,etc,"1) maintenant, et maintenant",kᵊʿenet,
3707,כָּעַס,H,,une racine primaire,,V,irriter,"1) être fâché, être vexé, être indigné, être courroucé, provoquer lacolère et le courroux",kāʿas,
3708,כַּ֫עַס,H,,vient de H3707,"כַּ֫עַס, כַּ֫עַשׂ",N-M,indigné,"1) colère, vexations, provocation, chagrin<br>  1a) contrariété, dépit, irritation<br>     1a1) des hommes<br>     1a2) de Dieu<br>  1b) vexations, chagrin, frustration",kaʿas,
3709,כַּף,H,3721+כפף,vient de H3721,,N-F,main,"1) palme, main, semelle, paume de la main, creux ou plat de la main<br>  1a) paume, creux ou plat de la main<br>  1b) pouvoir<br>  1c) semelle, plante du pied<br>  1d) objets creux ou courbés<br>     1d1) casserole, vaisselle<br>     1d3) fronde<br>     1d4) branches de palmiers<br>     1d5) poignée (courbé)",kaf,
3710,כֵּף,H,3721+כפף,vient de H3721,,N-M,rochers,"1) rocher, creux d'un rocher",kēf,
3711,כָּפָה,H,,une racine primaire,,V,apaise,"1) (Qal) calmer, apaiser, pacifier, dompter",kāfā,
3712,כִּפָּה,H,3709+כף,vient de H3709,,N-F,branche de palmier,"1) branche, feuille, fronde, branche de palmier",kippā,
3713,כְּפוֹר,H,3722+כפר,vient de H3722,"כְּפוֹר, כְּפוֹר",N-M,coupe,"1) bol, bassin, coupe<br>2) gelée blanche, givre",kᵊfōr,m
3714,כָּפִיס,H,,vient d'une racine du sens de joindre,,N-M,bois,"1) chevron, poutre, support (sens douteux)",kāfīs,
3715,כְּפִיר,H,3722+כפר,vient de H3722,"כְּפִירִים, כְּפִיר",N-M,lionceau,1) jeune lion<br>2) village,kᵊfīr,m
3716,כְּפִירָה,H,3715+כפיר,féminin de H3715,,N_N--L,Kephira,"Kephira = ""lionne, village""<br>1) une cité des Gabaonites attribuée à la tribu de Benjamin",kᵊfīrā,
3717,כָּפַל,H,,une racine primaire,,V,doubler,"1) doubler, plier en double, redoubler<br>  1a) (Qal) redoubler<br>  1b) (Niphal) être doublé",kāfal,
3718,כֶּ֫פֶל,H,3717+כפל,vient de H3717,,N-M,double,"1) double, un redoublement",kefel,
3719,כָּפַן,H,,une racine primaire,,V,étendit,"1) (Qal) affamer, avoir faim, désir avide<br>2) (CLBL) tordre, plier, courber",kāfan,
3720,כָּפָן,H,3719+כפן,vient de H3719,,N-M,famine,"1) faim, famine, faim douloureuse",kāfān,
3721,כָּפַף,H,,une racine primaire,,V,se courber,"1) plier, courber, se pencher, se courber, être courbé, plié",kāfaf,
3722,כִּפֶּר,H,,une racine primaire,"כִּפֶּר, כָּפַר",V,expiation,"1) couvrir, purger, faire une expiation, réconciliation, recouvrir depoix<br>  1a) (Qal) revêtir ou couvrir de poix<br>  1b) (Piel)<br>     1b1) pacifier, rendre propice<br>     1b2) recouvrir, expier pour le péché<br>     1b3) expiation par des rites selon la loi",kipper,m
3723,כָּפָר,H,3722+כפר,vient de H3722,,N-M,villages,1) village,kāfār,
3724,כֹּפֶר,H,3722+כפר,vient de H3722,"כֹּ֫פֶר, כֹּפֶר, כֹּפֶר",N-M,rançon,"1) prix d'une vie, rançon, un présent<br>2) asphalte, poix (pour recouvrir)<br>3) la plante de henné, nom d'une plante (henné ?)<br>4) village",kōfer,m
3725,כִּפֻּרִים,H,3722+כפר,vient de H3722,,N-M,expiation,1) expiation,kippurīm,
3726,כְּפַר הָעַמּוֹנִי,H,3723+כפר|5984+עמוני,"vient De H3723 et H5984, avec article interposé",,N_N--L,Kephar-Ammonaï,"Kephar-Ammonaï = ""village des Ammonites""<br>1) un village de Benjamin",kᵊfar hāʿammōnī,
3727,כַּפֹּרֶת,H,3722+כפר,vient de H3722,,N-F,propitiatoire,"1) siège de miséricorde, lieu de l'expiation, propitiatoire<br>  1a) le propitiatoire en or que le Souverain Sacrificateur aspergeait7 fois le jour de l'Expiation, réconciliant symboliquement l'éternel et Son peuple choisi<br>     1a1) la plaque d'or du sommet de l'arche de l'alliance qui mesurait 2.5 par 1.5 coudées, de part et d'autre se trouvaient les deux chérubins d'or aux ailes étendues, l'ensemble constituant le trône de Dieu",kappōret,
3728,כָּפַשׁ,H,,une racine primaire,,V,couvert,"1) (Hiphil) rendre courbé, presser ou plier ensemble<br>2) (CLBL) recourber<br>  2a) (Hiphil) faire courber, piétiner",kāfaš,
3729,כְּפַת,A,,(araméen) une racine de correspondance incertaine,,V,lier,1) lier<br>  1a) (P'il) être lié<br>  1b) (Pael) lier,kᵊfat,
3730,כַּפְתּוֹר,H,,(amos 9:1) vient probablement d'une racine du sens d'encercler,,N-M,pomme,"1) bulbe, chapiteau, haut d'un pilier<br>  1a) noeud, bouton, bulbe (comme ornement)<br>  1b) chapiteau (d'un pilier)",kaftōr,
3731,כַּפְתּוֹר,H,3730+כפתור כפתור,apparemment le même mot que H3730,,N_N--L,Caphtor,"Caphtor = ""une couronne""<br>1) la demeure d'origine des Philistins, peut-être sur la côte sud-ouestde l'Asie Mineure, peut-être en égypte, ou plus probablement surl'île de Crète<br>2) (TWOT) l'île de Crète, patrie ou lieu de passage des Philistins",kaftōr,
3732,כַּפְתֹּרִי,H,3731+כפתור כפתור,patronyme de H3731,,N_N--LG,<p>&nbsp,"<p align=""justify"">Couronne, anneau, cercle (circulaire), dia<span lang=""fr-ca"">dème, tiare, empire, monarchie, royaume.</span></p><p align=""justify"">Caphtorim = voir Caphtor ""une couronne"".</p><p align=""justify"">Par transposition du langage Caphtorim devient Santorin, île circulaire de Thera en forme de couronne, connue aussi comme l'Atlantis qui faisait partie de l'ancien empire Minoen dont le centre était la Crète, pays d'origine des Philistins. Cette île et celles de Thirassía et Aspronissi sont les vestiges d'une ancienne île partiellement détruite vers 1600 av. J.-C. au cours de l'éruption minoenne du volcan de Thera. Son nom provient de Santo Rini ou Sainte Rêne, se rapportant à une déesse égyptienne que les grecs nomment Saintes Irène, car les égyptiens en sont les fondateurs. En fait, l'ancienne civilisation Minoenne porte beaucoup de traces d'une culture égyptienne.</p><p align=""justify""><br>1) Crétois, ou habitants de Caphtor et de Thera, les anciens Minoens d'origine pour les distinguer des Philistins.</p>",kaftōrī,
3733,כָּר,H,3769+כרר,vient De H3769 dans le sens de grassouillet,"כַּר, כָּר, כַּר",N-M,agneaux,"1) palanquin, selle en panier<br>  1a) espace fermé érigé sur une selle de chameau<br>2) pâturage, pré<br>3) bélier, agneau, mouton<br>4) bélier pour casser une porte",kār,m
3734,כֹּר,HA,3564+כור,vient du même mot que H3564,"כּוֹר, כֹּר",H_N-M|A_N-M,cor,"1) cor, une mesure (généralement de produit sec)<br>  1a) mesure égale à 10 éphas ou baths<br>     1a1) mesure sèche contenant 6.25 boisseaux (220 l)<br>     1a2) mesure liquide de 263 litres",kōr,
3735,כְּרָא,A,3738+כרה,(araméen) correspondant probablement à H3738 dans le sens de percer (figuré),,V,troublé,"1) (Ithp'el) être affligé, être chagriné",kᵊrāʾ,
3736,כרבל,H,3525+כבל,vient du même mot que H3525,,V,revêtu,"1) mettre un manteau, être enveloppé, couvert<br>  1a) (Pual) revêtu",krbl,
3737,כַּרְבְּלָא,A,3736+כרבל,(araméen) vient d'un verbe correspondant à celui de H3736,,N-M,manteaux,"1) manteau, robe, bonnet, turban, casque",karbᵊlāʾ,
3738,כוּר,H,,une racine primaire,"כוּר, כָּרָה",V,creuser,"1) creuser, faire une excavation, percer<br>  1a) (Qal) creuser<br>  1b) (Niphal) être percé<br>2) (Qal) donner un banquet ou un festin<br>3) (Qal) obtenir par commerce, acheter",xūr,
3739,כָּרָה,H,3738+כרה,"peut-être une racine primaire, mais probablement seulement uneapplication De H3738 (à travers l'idée de plan impliquée dansun marché)","כָּרָה, כָּרָה",V,acheter,"1) (Qal) obtenir par commerce, acheter, traiter un marché",kārā,m
3740,כֵּרָה,H,3739+כרה,vient de H3739,,N-F,repas,1) festin,kērā,
3741,כָּרָה,H,3733+כר,vient de H3733,,N-F,demeures,1) chaumière,kārā,
3742,כְּרוּב,H,,dérivation incertaine,,N-M,chérubin,"1) chérubin, chérubins (pl)<br>  1a) un être angélique<br>     1a1) gardiens d'Eden<br>     1a2) présents au trône de Dieu<br>     1a3) image au-dessus de l'Arche de l'Alliance<br>     1a4) le char de l'éternel (figuré)",kᵊrūv,
3743,כְּרוּב,H,3742+כרוב,le même que H3742,,N_N--L,Kerub,"Kerub = ""bénédiction""<br>1) apparemment un lieu d'exil en Babylonie d'où quelques personnes d'origine douteuse sont revenues avec Zorobabel",kᵊrūv,
3744,כָּרוֹז,A,3745+כרז,(araméen) vient de H3745,,N-M,héraut,1) un héraut,kārōz,
3745,כְּרַז,A,,(araméen) probablement origine du Grec,,V,publia,"1) (Aphel) publier par un héraut, proclamer, faire une proclamation",kᵊraz,
3746,כָּרִי,H,3733+כר,peut-être un abrégé De H3733 dans le sens de chef (du troupeau),,N_N--TG,à la tête,1) un groupe de soldats mercenaires étrangers servant comme gardes ducorps auprès du roi David; également exécuteurs,kārī,
3747,כְּרִית,H,3772+כרת,vient de H3772,,N_N--L,Kerith,"Kerith = ""tranchée, gorge""<br>1) le ruisseau où Elie fut caché durant une sécheresse; à l'est du Jourdain",kᵊrīt,
3748,כְּרִיתוּת,H,3772+כרת,vient de H3772,,N-F,divorce,"1) divorce, renvoi, répudiation",kᵊrītūt,
3749,כַּרְכֹּב,H,3522+כבון,vient du même mot que H3522,,N-M,rebord,"1) bord, jante, rebord",karkōv,
3750,כַּרְכֹּם,H,,probablement d'origine étrangère,,N-M,safran,"1) safran<br>  1a) fleur de couleur orange-jaune, de la famille des crocus, utiliséeen épice ou pour des parfums contre la transpiration ou pourle rafraîchissement du corps",karkōm,
3751,כַּרְכְּמִישׁ,H,,de dérivation étrangère,,N_N--L,Carkemisch,"Carkemisch = ""forteresse de Kemosch""<br>1) capitale Héthienne au nord-est d'Israël sur le fleuve Euphrateprise par Pharaon Neco puis par Nebucadnetsar",karkᵊmīš,
3752,כַּרְכַּס,H,,d'origine Perse,,N_N-M-P,Carcas,"Carcas = ""sévère""<br>1) le 7ème des 7 eunuques du roi Assuérus",karkas,
3753,כִּרְכָּרָה,H,3769+כרר,vient de H3769,,N-F,dromadaire,"1) dromadaire, chameau, bête docile",kirkārā,
3754,כֶּרֶם,H,,vient d'une racine au sens incertain,,N-M,vigne,"1) vigne, vignoble",kerem,
3755,כָּרַם,H,3754+כרם,vient de H3754,,V,vigneron,1) soigner ou s'occuper de la vigne ou du vin<br>  1a) (Qal) vignerons,kāram,
3756,כַּרְמִי,H,3754+כרם,vient de H3754,,N_N-M-P,Carmi,"Carmi = ""vigneron""<br>1) le 4ème fils de Ruben et ancêtre des Carmites<br>2) un homme de Juda, père de Acan, le 'trouble d'Israël' au tempsde Josué",karmī,
3757,כַּרְמִי,H,3756+כרמי,patronyme de H3756,,N_N-M-P,Carmites,"Carmites = voir Carmi ""ma vigne""<br>1) les descendants de Carmi, le 4ème fils de Ruben",karmī,
3758,כַּרְמִיל,H,,probablement d'origine étrangère,,N-M,cramoisi,"1) cramoisi, rouge, carmin",karmīl,
3759,כַּרְמֶל,H,3754+כרם,vient de H3754,,N-M,verger,"1) plantation, jardin, verger, jardin fruitier<br>2) fruit, produit du jardin",karmel,
3760,כַּרְמֶל,H,3759+כרמל,même mot que H3759,,N_N--L,Carmel,"Carmel = ""campagne fertile, grand jardin""<br>1) montagne sur la côte de la Méditerranée, au nord d'Israël, vers Haïfa<br>2) ville de montagne sur la côte ouest de la Mer Morte et au sud d'Hébron",karmel,
3761,כַּרְמְלִי,H,3760+כרמל,patronyme de H3760,,N_N--LG,de Carmel,"De Carmel (un Carmélite ?) = voir Carmel ""terre à jardin""<br>1) un habitant de Carmel",karmᵊlī,
3762,כַּרְמְלִית,H,3761+כרמלי,féminin de H3761,,N_N-F-L,de Carmel,"De Carmel (une Carmélite ?) = voir Carmel ""terre à jardin""<br>1) une habitante de Carmel<br>2) Abigaïl, l'épouse de David, venait de Carmel",karmᵊlīt,
3763,כְּרָ֑ן,H,,dérivation incertaine,,N_N-M-P,Karen,"Karen, Keran = ""lyre""<br>1) un édomite, un des fils de Dischon, le prince Horien",kᵊrān,
3764,כׇּרְסֵא,A,3678+כסא כסה,(araméen) correspondant à H3678,,N-M,trône,"1) trône, siège royal",korsēʾ,
3765,כִּרְסֵם,H,3697+כסם,vient de H3697,,V,ronger,"1) (Piel) déchirer, ravager, ronger, détruire",kirsēm,
