strongNumber,etymDesc,heading,entrycontent
3750,probablement d'origine étrangère,safran,"1) safran<br>  1a) fleur de couleur orange-jaune, de la famille des crocus, utiliséeen épice ou pour des parfums contre la transpiration ou pourle rafraîchissement du corps"
3751,de dérivation étrangère,Carkemisch,"Carkemisch = ""forteresse de Kemosch""<br>1) capitale Héthienne au nord-est d'Israël sur le fleuve Euphrateprise par Pharaon Neco puis par Nebucadnetsar"
3752,d'origine Perse,Carcas,"Carcas = ""sévère""<br>1) le 7ème des 7 eunuques du roi Assuérus"
3753,vient de H3769,dromadaire,"1) dromadaire, chameau, bête docile"
3754,vient d'une racine au sens incertain,vigne,"1) vigne, vignoble"
3755,vient de H3754,vigneron,1) soigner ou s'occuper de la vigne ou du vin<br>  1a) (Qal) vignerons
3756,vient de H3754,Carmi,"Carmi = ""vigneron""<br>1) le 4ème fils de Ruben et ancêtre des Carmites<br>2) un homme de Juda, père de Acan, le 'trouble d'Israël' au tempsde Josué"
3757,patronyme de H3756,Carmites,"Carmites = voir Carmi ""ma vigne""<br>1) les descendants de Carmi, le 4ème fils de Ruben"
3758,probablement d'origine étrangère,cramoisi,"1) cramoisi, rouge, carmin"
3759,vient de H3754,verger,"1) plantation, jardin, verger, jardin fruitier<br>2) fruit, produit du jardin"
3760,même mot que H3759,Carmel,"Carmel = ""campagne fertile, grand jardin""<br>1) montagne sur la côte de la Méditerranée, au nord d'Israël, vers Haïfa<br>2) ville de montagne sur la côte ouest de la Mer Morte et au sud d'Hébron"
3761,patronyme de H3760,de Carmel,"De Carmel (un Carmélite ?) = voir Carmel ""terre à jardin""<br>1) un habitant de Carmel"
3762,féminin de H3761,de Carmel,"De Carmel (une Carmélite ?) = voir Carmel ""terre à jardin""<br>1) une habitante de Carmel<br>2) Abigaïl, l'épouse de David, venait de Carmel"
3763,dérivation incertaine,Karen,"Karen, Keran = ""lyre""<br>1) un édomite, un des fils de Dischon, le prince Horien"
3764,(araméen) correspondant à H3678,trône,"1) trône, siège royal"
3765,vient de H3697,ronger,"1) (Piel) déchirer, ravager, ronger, détruire"
3766,une racine primaire,genou,"1) plier, courber, s'agenouiller, s'humilier à genoux, s'agenouillerpour le repos (animaux), s'agenouiller en révérence<br>  1a) (Qal)<br>     1a1) se courber<br>     1a2) s'accroupir<br>     1a3) pencher, se pencher<br>  1b) (Hiphil) faire fléchir"
3767,vient de H3766,jambes,1) jambe
3768,d'origine étrangère,vertes,1) coton ou linge fin
3769,une racine primaire,danser,"1) (Pilpel) tourner sur soi, danser<br>  1a) virevolte, danse"
3770,variante de H7164,ventre,1) ventre
3771,d'origine étrangère,Carschena,"Carschena = ""illustre"", ""mince, noir""<br>1) un des 7 princes de Perse et Médie sous le roi Assuérus"
3772,une racine primaire,couper,"1) couper, retrancher, découper, supprimer une partie du corps,éliminer, tuer, rompre un pacte, traiter une alliance<br>  1a) (Qal)<br>     1a1) couper<br>     1a1a) retrancher une partie du corps, décapiter<br>     1a2) découper<br>     1a3) tailler<br>     1a4) rompre ou faire une alliance<br>  1b) (Niphal)<br>     1b1) être coupé de<br>     1b2) être retranché<br>     1b3) être mâché"
3773,vient de H3772,poutres,"1) poutres, poutre taillée"
3774,vient probablement De H3772 dans le sens d'abattre,Kéréthiens,"Kéréthiens = ""exécuteurs""<br>1) groupe de soldats mercenaires étrangers servant de gardes du corpsau roi David; également exécuteurs<br>2) ou bien les Crétois ou certains Philistins (en général)"
3775,apparemment transposition de H3532,brebis,"1) agneau, jeune bélier, brebis"
3776,vient de H3775,brebis,"1) agnelle, agneau, brebis, mouton"
3777,vient d'une racine au sens incertain,Késed,"Késed = ""augmentation""<br>1) le 4ème fils de Nachor, le neveu d'Abraham"
3778,vient de H3777,Chaldéens," Chaldée ou Chaldéens = ""briseurs de mottes"", ""comme des démons""<br>1) un territoire de la basse Mésopotamie bordant le golfe Persique<br>2) les habitants de Chaldée, vivant sur l'Euphrate inférieur et le Tigre<br>3) les personnes les plus sages de cette terre (par extension)"
3779,(araméen) correspondant à H3778,Chaldéen,"Chaldéen = ""briseur de mottes""<br>1) les habitants de Chaldée, vivant sur l'Euphrate inférieur et le Tigre<br>2) les personnes considérées comme les plus sages du territoire"
3780,une racine primaire,replet,"1) (Qal) devenir rassasié, être gorgé de nourriture"
3781,vient de H3782,haches,1) hache
3782,une racine primaire,renverser,"1) trébucher, chanceler, vaciller<br>  1a) être vacillant, être faible<br>  1b) faire chanceler, apporter préjudice ou ruine, renverser<br>     1c2) rendre faible, affaiblir<br>  1c) priver"
3783,vient de H3782,chute,"1) un vacillement, une chute, une calamité"
3784,une racine primaire,enchanteurs,"1) (Piel) pratiquer la sorcellerie ou la magie<br>  1a) sorcier, sorcière, magicien, magicienne"
3785,vient de H3784,sortilèges,"1) sortilège, sorcellerie"
3786,vient de H3784,magiciens,1) sorcier
3787,une racine primaire,convenable,"1) réussir, plaire à, être convenable, propre à, avantageux<br>  1a) (Qal) plaire à, être propre à<br>  1b) (Hiphil) donner le succès"
3788,vient de H3787,succès,"1) succès, adresse, profit"
3789,une racine primaire,écrire,"1) écrire, enregistrer, inscrire<br>  1a) (Qal)<br>     1a1) écrire, inscrire, graver, tracer<br>     1a2) décrire par écrit<br>     1a3) enregistrer, enrôler<br>     1a4) décréter<br>  1b) (Niphal)<br>     1b1) être écrit<br>     1b2) être inscrit, être enregistré"
3790,(araméen) correspondant à H3789,écrire,"1) écrire<br>  1a) (P'al) écrire, être écrit"
3791,vient de H3789,un écrit,"1) un écrit, document, édit<br>  1a) registre, rouleau, liste<br>  1b) mode d'écriture, caractère, lettre tracée<br>  1c) lettre, document, un livre<br>  1d) un édit écrit<br>     1d1) promulgation royale<br>     1d2) de l'autorité divine"
3792,(araméen) correspondant à H3791,être écrit,"1) un écrit<br>  1a) écriture, inscription<br>  1b) décret écrit, exigence écrite"
3793,vient de H3789,vous ne ferez point,"1) impression, inscription, marque<br>  1a) dans la chair, peut-être un tatouage"
3794,patronyme d'un nom dénotant Chypre (seulement au pluriel),Kittim,"Kittim = ""qui dominent""<br>1) un terme général pour tous les insulaires de la Méditerranée<br>2) les descendants de Javan, le fils de Japhet et petit-fils de Noé"
3795,vient de H3807,concassées,"1) battu, pur, concassé, pulvérisé (dans un mortier), coûteux<br>  1a) de l'huile d'olive"
3796,vient d'une racine du sens de compacité,mur,1) mur (d'une maison)
3797,(araméen) correspondant à H3796,mur,1) un mur
3798,vient De H3796 et H376,Kithlisch,"Kithlisch = ""mur de l'homme""<br>1) une des villes de la plaine de Juda"
3799,une racine primaire,marquée,"1) (Niphal) être tâché, être souillé, être profondément marqué"
3800,vient de H3799,or,"1) or pur, or"
3801,vient d'une racine du sens de couvrir (comparer à H3802),tunique,"1) tunique, vêtement de dessus<br>  1a) un long vêtement semblable à une chemise, généralement detoile"
3802,vient d'une racine du sens de vêtir,côté,"1) épaule, épaulette, côté, bord<br>  1a) épaule, omoplate (de l'homme)<br>  1b) aile, épaule (des animaux)<br>  1c) côté, pente (d'une montagne)<br>  1d) support, console"
3803,une racine primaire,envelopper,"1) entourer<br>  1a) (Piel) entourer<br>  1b) (Hiphil) environner, encercler"
3804,vient de H3803,couronne,1) couronne
3805,vient de H3803,chapiteau,"1) couronne, chapiteau d'un pilier"
3806,une racine primaire,pilerais,"1) (Qal) broyer, mêler par broyage, piler"
3807,une racine primaire,écraser,"1) battre, écraser par battage, tailler en pièces, broyer<br>  1a) (Qal)<br>     1a1) battre, ou broyer<br>     1a2) frapper, au marteau<br>  1b) être battu<br>  1c) mettre en pièces, briser<br>  1e) être broyé"
3808,(Deutéronome 3.11) particule primaire,pas,"1) non, ne pas<br>  1a) pas, point<br>  1b) non<br>  1c) rien<br>  1d) sans<br>  1e) avant (de temps)"
3809,"(araméen, Daniel 4.32) correspondant à H3800",ne,"1) non, ne pas, rien"
3810,"(2 Samuel 9.4,5; Josué 13.26) vient De H3808 et H1699",Lodebar,"Lodebar = ""pas un pâturage""<br>1) une ville en Manassé en Galaad à l'est du Jourdain"
3811,une racine primaire,s'efforcer,"1) être las, être impatient, être affligé, être offensé<br>  1a) (Qal) être lassé, être impatient<br>  1b) (Niphal) être fatigué de quelque chose, se lasser<br>  1c) (Hiphil) lasser, épuiser"
3812,vient de H3811,Léa,"Léa = ""lasse""<br>1) fille de Laban, première épouse de Jacob, et mère de Ruben, Siméon, Lévi, Juda, Issacar, Zabulon, et Dina"
3813,une racine primaire,couvert,1) (Qal) couvrir
3814,vient De H3813 (ou peut-être de H3874),doucement,"1) en secret, avec mystère<br>  1a) secrètement<br>  1b) mystérieusement, par enchantement"
3815,vient de H410,Laël,"Laël = ""appartenant à Dieu""<br>1) un Lévite, père d'Eliasaph et descendant de Guerschon"
3816,vient d'une racine du sens de rassembler,peuple,"1) un peuple, une nation"
3817,pluriel de H3816,Leummim,"Leummim = ""peuples, nations""<br>1) fils de Dedan et petit-fils de Jokschan"
3818,vient De H3808 et H5971,Lo-Ammi,"Lo-Ammi = ""pas mon peuple""<br>1) nom symbolique donné par le prophète Osée à son second fils<br>2) voir Lo-Ammi & <a href=""strong-hebreu-5971.html"" title=""Strong hébreu 05971"">05971</a>"
3819,vient De H3808 et H7355,Lo-Ruchama,"Lo-Ruchama = ""celle dont on n'a pas pitié ""<br>1) (Pual) nom symbolique donné par le prophète Osée à sa fille"
3820,une forme de H3824,coeur,"1) l'homme intérieur, esprit, volonté, coeur, compréhension<br>  1a) partie interne, le milieu<br>     1a1) milieu (de choses)<br>     1a2) coeur (de l'homme)<br>     1a3) âme, esprit<br>     1a4) esprit, connaissance, pensée, réflexion, mémoire<br>     1a5) inclination, résolution, détermination (de la volonté)<br>     1a6) conscience<br>     1a7) coeur (le caractère moral)<br>     1a8) le siège des appétits<br>     1a9) le siège des émotions et passions<br>     1a10) le siège du courage"
3821,(araméen) correspondant à H3820,coeur,"1) coeur, esprit"
3822,pluriel de H3833,Lebaoth,"Lebaoth = ""lionnes""<br>1) une ville au sud de Juda"
3823,une racine primaire,ravir le coeur,"1) ravir, avoir l'intelligence, obtenir de l'esprit<br>  1a) (Niphal) prendre le coeur, devenir intelligent<br>  1b) (Piel) ravir le coeur, encourager, accélérer le coeur<br>2) (Piel) faire des gâteaux, cuire des gâteaux, cuire du pain"
3824,vient de H3823,coeur,"1) homme intérieur, esprit, volonté, coeur, âme, compréhension<br>  1a) partie interne, milieu<br>     1a1) milieu (des choses)<br>     1a2) coeur (de l'homme)<br>     1a3) âme, esprit (de l'homme)<br>     1a4) esprit, connaissance, pensées, réflexion, mémoire<br>     1a5) penchant, résolution, détermination (de la volonté)<br>     1a6) conscience<br>     1a7) coeur (du caractère moral)<br>     1a8) le siège des appétits<br>     1a9) siège des émotions et passions<br>     1a10) siège du courage"
3825,(araméen) correspondant à H3824,coeur,"1) coeur, esprit"
3826,vient de H3820,coeur,1) coeur
3827,pour H3852,flamme,"1) flamme<br>2) extrémité d'une arme, pointe, fer de lance"
3828,vient de H3836,encens,1) encens<br>  1a) une résine blanche brûlée comme encens parfumé<br>     1a1) aux cérémonies<br>     1a2) personnellement<br>     1a3) utilisé dans la composition du parfum sacré
3829,même mot que H3828,Lebona,"Lebona = ""encens""<br>1) une ville d'Ephraïm à 5 km au nord-ouest de Silo"
3830,vient de H3847,vêtements,"1) vêtements, appareil, habillement, habits"
3831,(araméen) correspondant à H3830,vêtement,"1) vêtement, habits"
3832,une racine primaire,court à sa perte,"1) jeter à bas, jeté dehors, jeté au loin<br>  1a) (Niphal) être jeté à bas, être mis de côté, laissé de côté"
3833,(Ezéchiel 19.2) Vient d'une racine du sens de rugir,lionne, 1) lion<br>2) lionne
3834,vient De H3823 dans son sens originel d'embonpoint,gâteaux,"1) gâteaux, pain"
3835,une racine primaire,blanchir,"1) être blanc<br>  1a) (Hiphil)<br>     1a1) rendre blanc, devenir blanc, purifier<br>     1a2) montrer de la blancheur, blanchir<br>  1b) (Hithpael) devenir blanc, être purifié (moralement)<br>2) (Qal) faire des briques"
3836,(Genèse 49.12) Vient de H3835,blanc,1) blanc
3837,même mot que H3836,Laban,"Laban = ""blanc""<br>1) fils de Bethuel, frère de Rebecca, et père de Léa et Rachel<br>n pr loc 2) un campement des Israélites dans le désert"
3838,le même que H3842,Lebana,"Lebana = ""lune blanche""<br>1) chef d'une famille d'exilés qui revinrent avec Zorobabel"
3839,vient de H3835,peuplier,"1) peuplier, peuplier blanc<br>  1a) un arbre qui produit une gomme d'un blanc laiteux"
3840,vient de H3835,transparent,1) blanc
3841,même mot que H3840 ou H3839,Libna,"Libna = ""blancheur""<br>1) ville royale des Cananéens du sud-ouest, prise par Josué ;attribuée à Juda et devenu ville Lévitique; site inconnu<br>2) une station entre le Sinaï et Kadès pendant le séjour au désert"
3842,vient de H3835,lune,1) la lune (qui est blanche)
3843,vient de H3835,brique,"1) tuile, brique<br>  1a) pavé"
3844,vient de H3825,Liban,"Liban = ""blanc, blancheur""<br>1) montagne boisée au nord d'Israël<br>2) limite N.O de la terre Promise"
3845,vient de H3835,Libni,"Libni = ""blanc""<br>1) le fils aîné de Guerschon et petit-fils de Lévi<br>  1a) voir également ""Laedan"" (<a href=""strong-hebreu-3936.html"" title=""Strong hébreu 03936"">03936</a>)"
3846,patronyme de H3845,de Libni,"Libnites = voir Libni ""blanc""<br>1) les descendants de Libni"
3847,une racine primaire,vêtir,"1) habiller, porter, vêtir, mettre des vêtements, être vêtu<br>  1a) (Qal)<br>     1a1) porter des habits, être habillé, porter<br>  1b) (Pual) être complètement habillé"
3848,(araméen) correspondant à H3847,être revêtu,1) être vêtu<br>  1a) (P'al) être revêtu<br>  1b) (Aphel) revêtir quelqu'un
3849,vient d'une racine apparemment du sens de profond ou creux [comme03537],log,1) log<br>  1a) une mesure de liquide d'environ un demi litre (Thème 3534)
3850,vient d'une racine à la signification incertaine,Lod,"Lod = ""fissures, disputes""<br>1) cité à environ 15 km au sud-est de Joppé dans la plaine de Saron dans le territoire de Benjamin; sans doute ""Lydde""<br>n pr m 2) chef d'une famille d'exilés qui sont revenus"
3851,vient d'une racine du sens de luire,flamme,"1) flamme, lame<br>  1a) flamboyer<br>  1b) la brillance du fer de lance ou de la lame de l'épée"
3852,"vient de H3851, et du même sens",flamme,"1) flamme<br>2) extrémité d'une arme, pointe, fer de lance"
3853,pluriel de H3851,Lehabim,"Lehabim = ""flammes""<br>1) une tribu égyptienne descendant de Mitsraïm"
3854,vient d'une racine du sens d'être ardent,étude,"1) étude, studieux, dévoué à l'étude"
